episode,total_reward,steps,success,epsilon,q_states
680,-214,133,1,0.506444656987029,14987
681,-27,79,1,0.505938212330042,15007
682,-193,119,1,0.505432274117712,15032
683,82,27,1,0.5049268418435943,15032
684,52,31,1,0.5044219150017507,15035
685,-102,87,1,0.5039174930867489,15057
686,1,42,1,0.5034135755936622,15076
687,98,18,1,0.5029101620180685,15076
688,-41,65,1,0.5024072518560504,15091
689,20,52,1,0.5019048446041944,15102
690,-9,47,1,0.5014029397595902,15113
691,14,52,1,0.5009015368198305,15130
692,-1,46,1,0.5004006352830107,15135
693,-536,200,0,0.4999002346477277,15180
694,46,29,1,0.49940033441307996,15180
695,10,45,1,0.49890093407866687,15195
696,54,20,1,0.4984020331445882,15199
697,72,35,1,0.4979036311114436,15200
698,-149,99,1,0.4974057274803321,15220
699,-89,67,1,0.49690832175285177,15241
700,-108,76,1,0.4964114134310989,15267
701,95,5,1,0.4959150020176678,15267
702,-66,69,1,0.49541908701565013,15282
703,-166,106,1,0.49492366792863446,15314
704,50,36,1,0.4944287442607058,15324
705,-69,96,1,0.4939343155164451,15363
706,-46,62,1,0.4934403812009287,15379
707,83,16,1,0.4929469408197278,15379
708,-66,69,1,0.49245399387890804,15403
709,29,54,1,0.4919615398850291,15416
710,-46,67,1,0.4914695783451441,15428
711,97,17,1,0.4909781087667989,15435
712,75,9,1,0.4904871306580321,15436
713,27,45,1,0.4899966435273741,15441
714,20,41,1,0.4895066468838467,15447
715,87,9,1,0.48901714023696286,15453
716,50,21,1,0.4885281230967259,15455
717,-69,57,1,0.48803959497362914,15467
718,98,21,1,0.4875515553786555,15467
719,84,29,1,0.48706400382327686,15467
720,96,17,1,0.4865769398194536,15468
721,-28,61,1,0.48609036287963414,15473
722,-103,96,1,0.48560427251675453,15490
723,59,57,1,0.48511866824423777,15499
724,41,38,1,0.4846335495759935,15507
725,76,19,1,0.4841489160264175,15514
726,-145,119,1,0.4836647671103911,15549
727,-13,69,1,0.4831811023432807,15562
728,-92,97,1,0.4826979212409374,15591
729,-143,95,1,0.48221522331969646,15614
730,61,27,1,0.48173300809637676,15622
731,87,4,1,0.48125127508828036,15623
732,85,12,1,0.48077002381319206,15624
733,-9,46,1,0.48028925378937887,15636
734,108,5,1,0.47980896453558947,15636
735,76,11,1,0.4793291555710539,15639
736,50,44,1,0.47884982641548285,15644
737,83,29,1,0.47837097658906735,15653
738,106,4,1,0.47789260561247826,15653
739,-23,73,1,0.4774147130068658,15673
740,99,2,1,0.4769372982938589,15675
741,66,43,1,0.47646036099556505,15683
742,3,43,1,0.47598390063456947,15691
743,16,40,1,0.4755079167339349,15703
744,100,1,1,0.47503240881720094,15703
745,-47,65,1,0.47455737640838375,15725
746,69,27,1,0.47408281903197536,15730
747,5,40,1,0.47360873621294336,15749
748,42,32,1,0.4731351274767304,15756
749,32,53,1,0.4726619923492537,15756
750,-72,67,1,0.47218933035690447,15773
751,75,23,1,0.47171714102654755,15773
752,-3,33,1,0.471245423885521,15783
753,62,33,1,0.47077417846163544,15790
754,73,30,1,0.4703034042831738,15795
755,54,48,1,0.46983310087889063,15795
756,88,16,1,0.46936326777801174,15796
757,99,39,1,0.4688939045102337,15798
758,56,31,1,0.4684250106057235,15809
759,73,20,1,0.46795658559511777,15813
760,93,31,1,0.46748862900952265,15816
761,40,13,1,0.4670211403805131,15819
762,106,10,1,0.4665541192401326,15822
763,104,4,1,0.4660875651208925,15823
764,62,19,1,0.4656214775557716,15832
765,100,12,1,0.46515585607821586,15835
766,-27,60,1,0.46469070022213765,15850
767,51,31,1,0.4642260095219155,15853
768,10,57,1,0.4637617835123936,15877
769,13,50,1,0.46329802172888124,15889
770,16,42,1,0.46283472370715234,15898
771,97,21,1,0.46237188898344517,15898
772,54,31,1,0.4619095170944617,15902
773,27,52,1,0.46144760757736725,15910
774,-12,59,1,0.46098615996978987,15923
775,66,31,1,0.46052517380982005,15930
776,34,53,1,0.4600646486360102,15942
777,-26,57,1,0.4596045839873742,15954
778,90,2,1,0.45914497940338683,15954
779,88,26,1,0.4586858344239834,15961
780,-228,135,1,0.45822714858955943,16001
781,74,24,1,0.45776892144096987,16005
782,-45,65,1,0.4573111525195289,16019
783,12,47,1,0.4568538413670094,16028
784,82,42,1,0.4563969875256424,16035
785,-39,57,1,0.45594059053811675,16050
786,-170,112,1,0.45548464994757865,16086
787,82,13,1,0.45502916529763104,16086
788,23,44,1,0.45457413613233344,16097
789,-5,38,1,0.4541195619962011,16105
790,-3,62,1,0.4536654424342049,16128
791,96,14,1,0.45321177699177073,16129
792,-2,47,1,0.452758565214779,16140
793,100,1,1,0.4523058066495642,16140
794,-193,91,1,0.45185350084291465,16158
795,61,40,1,0.4514016473420717,16165
796,102,2,1,0.45095024569472963,16165
797,100,1,1,0.4504992954490349,16166
798,66,19,1,0.45004879615358584,16166
799,74,22,1,0.44959874735743227,16167
800,104,3,1,0.4491491486100748,16167
801,-51,74,1,0.44869999946146477,16192
802,79,27,1,0.4482512994620033,16196
803,61,17,1,0.4478030481625413,16201
804,85,11,1,0.44735524511437874,16203
805,99,17,1,0.4469078898692644,16204
806,50,40,1,0.4464609819793951,16210
807,-10,54,1,0.44601452099741573,16210
808,45,51,1,0.4455685064764183,16223
809,-30,51,1,0.4451229379699419,16236
810,93,4,1,0.44467781503197196,16238
811,104,9,1,0.44423313721693997,16238
812,-7,76,1,0.44378890407972305,16250
813,-7,47,1,0.44334511517564335,16269
814,78,15,1,0.4429017700604677,16272
815,89,7,1,0.44245886829040726,16273
816,113,14,1,0.44201640942211684,16273
817,72,18,1,0.44157439301269474,16274
818,98,9,1,0.44113281861968207,16275
819,71,30,1,0.4406916858010624,16281
820,73,19,1,0.4402509941152613,16284
821,60,22,1,0.43981074312114604,16287
822,-95,98,1,0.4393709323780249,16301
823,100,10,1,0.4389315614456469,16301
824,69,26,1,0.43849262988420123,16304
825,-52,86,1,0.438054137254317,16316
826,74,21,1,0.4376160831170627,16316
827,52,43,1,0.43717846703394564,16322
828,-116,69,1,0.4367412885669117,16345
829,101,12,1,0.4363045472783448,16347
830,40,38,1,0.43586824273106645,16348
831,60,31,1,0.4354323744883354,16351
832,64,25,1,0.43499694211384704,16359
833,16,44,1,0.4345619451717332,16365
834,95,26,1,0.43412738322656147,16372
835,12,50,1,0.4336932558433349,16381
836,62,40,1,0.43325956258749154,16388
837,46,46,1,0.43282630302490405,16393
838,90,9,1,0.43239347672187917,16394
839,9,51,1,0.4319610832451573,16403
840,36,48,1,0.43152912216191214,16415
841,-108,102,1,0.4310975930397502,16442
842,69,17,1,0.43066649544671043,16443
843,-98,87,1,0.4302358289512637,16464
844,106,4,1,0.4298055931223125,16464
845,-43,38,1,0.42937578752919014,16471
846,86,8,1,0.4289464117416609,16475
847,97,21,1,0.42851746532991924,16479
848,83,12,1,0.42808894786458934,16481
849,103,3,1,0.42766085891672473,16481
850,83,13,1,0.427233198057808,16484
851,95,8,1,0.4268059648597502,16484
852,72,21,1,0.4263791588948904,16491
853,33,49,1,0.42595277973599555,16502
854,-226,120,1,0.42552682695625954,16534
855,43,29,1,0.4251013001293033,16542
856,85,30,1,0.424676198829174,16550
857,89,18,1,0.4242515226303448,16553
858,59,30,1,0.42382727110771445,16559
859,100,1,1,0.4234034438366067,16559
860,100,1,1,0.4229800403927701,16559
861,68,22,1,0.42255706035237733,16563
862,98,7,1,0.42213450329202495,16566
863,101,15,1,0.4217123687887329,16566
864,55,21,1,0.4212906564199442,16570
865,44,33,1,0.42086936576352424,16574
866,94,10,1,0.4204484963977607,16577
867,100,4,1,0.42002804790136294,16579
868,88,34,1,0.4196080198534616,16579
869,-45,72,1,0.4191884118336081,16604
870,35,39,1,0.41876922342177453,16616
871,10,35,1,0.41835045419835276,16623
872,44,51,1,0.4179321037441544,16628
873,77,28,1,0.41751417164041027,16631
874,52,35,1,0.41709665746876984,16633
875,93,17,1,0.4166795608113011,16633
876,106,11,1,0.41626288125048977,16636
877,54,26,1,0.41584661836923925,16637
878,-20,60,1,0.41543077175087,16652
879,-7,58,1,0.41501534097911913,16661
880,-10,57,1,0.41460032563814003,16679
881,60,41,1,0.4141857253125019,16697
882,77,9,1,0.41377153958718943,16697
883,-10,46,1,0.4133577680476022,16703
884,84,13,1,0.4129444102795546,16703
885,60,35,1,0.412531465869275,16708
886,-96,60,1,0.41211893440340575,16726
887,7,65,1,0.41170681546900234,16739
888,109,21,1,0.41129510865353336,16744
889,42,39,1,0.41088381354487985,16750
890,102,20,1,0.410472929731335,16750
891,5,42,1,0.41006245680160364,16753
892,79,34,1,0.40965239434480205,16755
893,66,46,1,0.40924274195045723,16756
894,-16,60,1,0.40883349920850676,16778
895,60,49,1,0.40842466570929825,16797
896,106,8,1,0.40801624104358897,16797
897,-68,72,1,0.4076082248025454,16816
898,26,20,1,0.4072006165777428,16821
899,-148,96,1,0.4067934159611651,16852
900,31,21,1,0.4063866225452039,16854
901,54,18,1,0.4059802359226587,16860
902,77,36,1,0.40557425568673605,16863
903,78,5,1,0.40516868143104934,16863
904,84,17,1,0.4047635127496183,16864
905,72,14,1,0.4043587492368687,16864
906,95,13,1,0.4039543904876318,16867
907,28,48,1,0.4035504360971442,16873
908,22,31,1,0.40314688566104706,16884
909,21,52,1,0.402743738775386,16900
910,4,58,1,0.4023409950366106,16912
911,93,24,1,0.401938654041574,16914
912,-22,44,1,0.4015367153875324,16922
913,102,2,1,0.4011351786721449,16922
914,75,28,1,0.40073404349347275,16923
915,-23,74,1,0.40033330944997925,16944
916,3,41,1,0.39993297614052925,16955
917,-35,58,1,0.3995330431643887,16967
918,-34,39,1,0.39913351012122433,16979
919,1,49,1,0.3987343766111031,17000
920,103,19,1,0.398335642234492,17001
921,82,14,1,0.3979373065922575,17003
922,101,5,1,0.39753936928566525,17003
923,115,11,1,0.3971418299163796,17005
924,88,10,1,0.3967446880864632,17012
925,88,22,1,0.3963479433983767,17012
926,25,39,1,0.3959515954549783,17024
927,97,4,1,0.39555564385952335,17025
928,79,16,1,0.39516008821566384,17025
929,106,7,1,0.3947649281274482,17025
930,-35,41,1,0.3943701631993207,17036
931,-35,50,1,0.3939757930361214,17048
932,76,7,1,0.3935818172430853,17048
933,13,44,1,0.3931882354258422,17058
934,-68,61,1,0.39279504719041636,17075
935,-48,52,1,0.39240225214322594,17087
936,101,2,1,0.39200984989108273,17087
937,82,4,1,0.39161784004119166,17088
938,-35,85,1,0.39122622220115044,17105
939,-38,67,1,0.3908349959789493,17127
940,-115,80,1,0.3904441609829703,17144
941,46,52,1,0.3900537168219873,17160
942,80,15,1,0.3896636631051653,17164
943,50,34,1,0.38927399944206015,17169
944,77,26,1,0.3888847254426181,17173
945,61,30,1,0.38849584071717547,17180
946,-56,75,1,0.3881073448764583,17216
947,66,27,1,0.3877192375315819,17216
948,102,20,1,0.3873315182940503,17220
949,-139,119,1,0.38694418677575626,17261
950,102,5,1,0.3865572425889805,17261
951,83,17,1,0.38617068534639154,17264
952,91,18,1,0.38578451466104513,17268
953,-67,65,1,0.3853987301463841,17279
954,98,12,1,0.3850133314162377,17279
955,88,17,1,0.3846283180848215,17281
956,80,17,1,0.3842436897667367,17282
957,95,10,1,0.3838594460769699,17284
958,26,28,1,0.38347558663089293,17288
959,92,17,1,0.38309211104426205,17291
960,-27,51,1,0.3827090189332178,17305
961,94,10,1,0.38232630991428457,17306
962,85,18,1,0.38194398360437026,17306
963,96,14,1,0.3815620396207659,17306
964,-5,53,1,0.38118047758114515,17318
965,-2,55,1,0.380799297103564,17331
966,116,12,1,0.3804184978064605,17332
967,105,9,1,0.380038079308654,17333
968,-35,77,1,0.3796580412293454,17351
969,67,22,1,0.379278383188116,17353
970,29,52,1,0.3788991048049279,17363
971,38,31,1,0.37852020570012296,17367
972,-37,94,1,0.37814168549442284,17399
973,111,25,1,0.3777635438089284,17402
974,6,49,1,0.3773857802651195,17409
975,15,62,1,0.37700839448485435,17425
976,104,9,1,0.3766313860903695,17426
977,-132,104,1,0.37625475470427916,17455
978,66,32,1,0.3758784999495749,17461
979,66,30,1,0.3755026214496253,17467
980,-44,75,1,0.3751271188281757,17479
981,94,15,1,0.3747519917093475,17482
982,97,31,1,0.37437723971763814,17483
983,103,3,1,0.37400286247792053,17483
984,30,39,1,0.3736288596154426,17491
985,111,7,1,0.37325523075582717,17491
986,38,39,1,0.37288197552507135,17497
987,86,24,1,0.37250909354954626,17497
988,-91,77,1,0.37213658445599673,17533
989,102,20,1,0.3717644478715407,17534
990,94,10,1,0.3713926834236692,17534
991,96,15,1,0.37102129074024554,17536
992,29,55,1,0.3706502694495053,17547
993,18,44,1,0.3702796191800558,17557
994,58,41,1,0.36990933956087574,17567
995,96,8,1,0.36953943022131486,17567
996,65,37,1,0.3691698907910935,17572
997,102,2,1,0.3688007209003024,17572
998,94,13,1,0.36843192017940213,17576
999,-80,93,1,0.36806348825922275,17609
1000,77,25,1,0.3676954247709635,17615
1001,92,11,1,0.36732772934619257,17616
1002,20,48,1,0.3669604016168464,17625
1003,24,40,1,0.3665934412152296,17628
1004,15,70,1,0.3662268477740143,17642
1005,64,34,1,0.36586062092624033,17649
1006,45,43,1,0.3654947603053141,17661
1007,67,7,1,0.36512926554500874,17663
1008,31,30,1,0.36476413627946375,17666
1009,34,32,1,0.3643993721431843,17671
1010,102,19,1,0.36403497277104113,17673
1011,6,50,1,0.3636709377982701,17680
1012,7,49,1,0.3633072668604718,17694
1013,110,31,1,0.36294395959361136,17696
1014,94,14,1,0.36258101563401773,17698
1015,38,44,1,0.3622184346183837,17706
1016,87,34,1,0.36185621618376534,17710
1017,83,14,1,0.36149435996758156,17712
1018,104,11,1,0.361132865607614,17713
1019,88,17,1,0.36077173274200636,17715
1020,62,28,1,0.36041096100926434,17720
1021,82,17,1,0.3600505500482551,17720
1022,93,30,1,0.35969049949820686,17721
1023,108,17,1,0.3593308089987087,17723
1024,86,23,1,0.35897147818971,17727
1025,26,44,1,0.3586125067115203,17736
1026,67,37,1,0.35825389420480874,17744
1027,-16,61,1,0.35789564031060395,17754
1028,46,49,1,0.35753774467029337,17760
1029,91,25,1,0.3571802069256231,17762
1030,-32,77,1,0.3568230267186975,17780
1031,21,52,1,0.3564662036919788,17788
1032,95,23,1,0.35610973748828684,17790
1033,-6,74,1,0.35575362775079855,17810
1034,-93,79,1,0.35539787412304774,17824
1035,98,3,1,0.3550424762489247,17824
1036,4,58,1,0.3546874337726758,17833
1037,96,12,1,0.35433274633890316,17834
1038,104,18,1,0.35397841359256427,17837
1039,53,46,1,0.3536244351789717,17840
1040,104,6,1,0.35327081074379274,17840
1041,9,49,1,0.352917539933049,17846
1042,59,30,1,0.3525646223931159,17857
1043,-47,44,1,0.3522120577707228,17869
1044,29,40,1,0.3518598457129521,17879
1045,101,8,1,0.35150798586723914,17879
1046,31,37,1,0.3511564778813719,17890
1047,104,26,1,0.3508053214034905,17891
1048,63,38,1,0.35045451608208705,17898
1049,112,11,1,0.350104061566005,17900
1050,73,21,1,0.349753957504439,17904
1051,64,50,1,0.3494042035469346,17913
1052,-161,104,1,0.3490547993433876,17940
1053,106,4,1,0.34870574454404424,17940
1054,54,28,1,0.3483570387995002,17944
1055,48,49,1,0.3480086817607007,17955
1056,94,18,1,0.34766067307894,17957
1057,33,49,1,0.34731301240586104,17960
1058,11,70,1,0.3469656993934552,17976
1059,40,37,1,0.3466187336940617,17983
1060,21,40,1,0.34627211496036764,17992
1061,25,36,1,0.3459258428454073,18005
1062,80,35,1,0.34557991700256185,18012
1063,27,45,1,0.3452343370855593,18026
1064,82,7,1,0.34488910274847373,18026
1065,98,27,1,0.34454421364572524,18028
1066,67,35,1,0.3441996694320795,18029
1067,26,45,1,0.34385546976264747,18035
1068,66,23,1,0.34351161429288485,18037
1069,39,25,1,0.34316810267859194,18045
1070,109,22,1,0.34282493457591334,18051
1071,-164,105,1,0.3424821096413374,18077
1072,56,44,1,0.3421396275316961,18084
1073,104,24,1,0.34179748790416437,18088
1074,97,32,1,0.3414556904162602,18092
1075,108,23,1,0.34111423472584396,18093
1076,59,26,1,0.34077312049111813,18093
1077,98,21,1,0.340432347370627,18093
1078,20,49,1,0.34009191502325636,18098
1079,67,34,1,0.3397518231082331,18105
1080,35,60,1,0.33941207128512485,18117
1081,15,33,1,0.3390726592138397,18122
1082,54,37,1,0.3387335865546259,18133
1083,60,39,1,0.33839485296807126,18141
1084,-23,87,1,0.3380564581151032,18164
1085,-37,63,1,0.33771840165698813,18176
1086,50,21,1,0.33738068325533116,18184
1087,114,22,1,0.3370433025720758,18185
1088,75,25,1,0.33670625926950376,18186
1089,85,18,1,0.33636955301023425,18187
1090,76,10,1,0.336033183457224,18190
1091,86,24,1,0.3356971502737668,18193
1092,47,34,1,0.335361453123493,18202
1093,93,17,1,0.3350260916703695,18202
1094,100,1,1,0.33469106557869915,18203
1095,102,8,1,0.33435637451312045,18203
1096,106,11,1,0.3340220181386073,18205
1097,59,25,1,0.33368799612046873,18210
1098,74,12,1,0.33335430812434824,18212
1099,52,27,1,0.3330209538162239,18214
1100,86,9,1,0.33268793286240766,18218
1101,-61,55,1,0.33235524492954527,18234
1102,80,18,1,0.33202288968461574,18235
1103,72,31,1,0.33169086679493115,18243
1104,-5,55,1,0.33135917592813624,18255
1105,46,24,1,0.3310278167522081,18260
1106,30,18,1,0.3306967889354559,18263
1107,14,52,1,0.33036609214652046,18271
1108,104,6,1,0.3300357260543739,18271
1109,32,35,1,0.32970569032831953,18277
1110,59,25,1,0.3293759846379912,18278
1111,97,14,1,0.3290466086533532,18280
1112,1,37,1,0.3287175620446999,18293
1113,1,32,1,0.32838884448265515,18296
1114,94,4,1,0.3280604556381725,18296
1115,-140,99,1,0.32773239518253433,18318
1116,91,22,1,0.3274046627873518,18323
1117,71,37,1,0.32707725812456445,18324
1118,-9,47,1,0.32675018086643987,18331
1119,100,4,1,0.32642343068557345,18331
1120,106,7,1,0.3260970072548879,18331
1121,73,36,1,0.325770910247633,18338
1122,99,7,1,0.32544513933738534,18338
1123,104,3,1,0.3251196941980479,18338
1124,42,55,1,0.32479457450384985,18348
1125,-8,61,1,0.324469779929346,18367
1126,81,14,1,0.32414531014941667,18370
1127,102,2,1,0.32382116483926726,18372
1128,89,14,1,0.323497343674428,18374
1129,98,11,1,0.3231738463307536,18374
1130,14,48,1,0.32285067248442284,18384
1131,75,29,1,0.3225278218119384,18386
1132,43,40,1,0.3222052939901265,18396
1133,-5,31,1,0.32188308869613635,18406
1134,47,31,1,0.3215612056074402,18412
1135,81,21,1,0.3212396444018328,18416
1136,23,49,1,0.32091840475743094,18430
1137,106,7,1,0.3205974863526735,18431
1138,52,27,1,0.32027688886632083,18435
1139,-1,51,1,0.3199566119774545,18447
1140,100,1,1,0.31963665536547703,18447
1141,87,35,1,0.31931701871011153,18450
1142,121,18,1,0.3189977016914014,18450
1143,104,21,1,0.31867870398971,18451
1144,107,14,1,0.31836002528572027,18452
1145,96,11,1,0.31804166526043454,18452
1146,-19,39,1,0.3177236235951741,18466
1147,-24,83,1,0.3174058999715789,18486
1148,99,18,1,0.31708849407160733,18488
1149,104,11,1,0.31677140557753575,18489
1150,94,12,1,0.31645463417195824,18491
1151,-17,44,1,0.3161381795377863,18504
1152,91,17,1,0.3158220413582485,18505
1153,-13,33,1,0.3155062193168902,18515
1154,55,24,1,0.31519071309757335,18519
1155,101,24,1,0.3148755223844758,18525
1156,98,31,1,0.31456064686209134,18528
1157,-18,67,1,0.31424608621522926,18537
1158,62,34,1,0.31393184012901404,18547
1159,98,23,1,0.31361790828888503,18549
1160,-154,98,1,0.31330429038059615,18578
1161,103,15,1,0.31299098609021553,18578
1162,23,41,1,0.3126779951041253,18588
1163,58,55,1,0.31236531710902116,18597
1164,104,28,1,0.3120529517919121,18602
1165,-54,90,1,0.3117408988401202,18638
1166,-2,70,1,0.31142915794128007,18652
1167,93,13,1,0.31111772878333877,18652
1168,-5,64,1,0.3108066110545554,18671
1169,25,54,1,0.3104958044435009,18684
1170,105,13,1,0.3101853086390574,18687
1171,-56,77,1,0.30987512333041833,18711
1172,86,21,1,0.3095652482070879,18711
1173,49,35,1,0.30925568295888084,18721
1174,-4,49,1,0.308946427275922,18733
1175,89,17,1,0.30863748084864606,18737
1176,-170,85,1,0.3083288433677974,18766
1177,100,13,1,0.30802051452442963,18766
1178,109,13,1,0.3077124940099052,18769
1179,97,10,1,0.3074047815158953,18771
1180,89,20,1,0.30709737673437937,18776
1181,63,52,1,0.30679027935764497,18787
1182,48,39,1,0.3064834890782873,18791
1183,99,23,1,0.306177005589209,18794
1184,102,2,1,0.3058708285836198,18795
1185,-27,40,1,0.30556495775503617,18808
1186,24,39,1,0.30525939279728115,18816
1187,-23,51,1,0.30495413340448385,18827
1188,48,34,1,0.3046491792710794,18833
1189,110,12,1,0.3043445300918083,18833
1190,85,12,1,0.30404018556171647,18833
1191,-52,79,1,0.30373614537615473,18856
1192,40,43,1,0.3034324092307786,18874
1193,-17,42,1,0.3031289768215478,18878
1194,-52,71,1,0.30282584784472627,18896
1195,72,21,1,0.3025230219968815,18901
1196,110,6,1,0.3022204989748846,18901
1197,55,39,1,0.30191827847590974,18904
1198,31,36,1,0.3016163601974338,18910
1199,99,27,1,0.3013147438372364,18919
1200,105,34,1,0.3010134290933992,18923
1201,93,7,1,0.3007124156643058,18925
1202,70,35,1,0.30041170324864147,18930
1203,100,1,1,0.30011129154539284,18931
1204,82,26,1,0.29981118025384745,18936
1205,-78,85,1,0.2995113690735936,18948
1206,77,28,1,0.29921185770452,18952
1207,31,36,1,0.2989126458468155,18969
1208,53,33,1,0.2986137332009687,18977
1209,43,41,1,0.29831511946776773,18982
1210,116,10,1,0.29801680434829997,18983
1211,93,15,1,0.29771878754395165,18983
1212,4,52,1,0.29742106875640767,18996
1213,66,16,1,0.29712364768765126,19000
1214,59,20,1,0.2968265240399636,19005
1215,45,35,1,0.2965296975159237,19012
1216,50,46,1,0.29623316781840775,19019
1217,44,26,1,0.29593693465058934,19027
1218,118,10,1,0.29564099771593877,19027
1219,16,28,1,0.2953453567182228,19034
1220,50,54,1,0.2950500113615046,19041
1221,16,61,1,0.2947549613501431,19068
1222,32,46,1,0.294460206388793,19084
1223,59,43,1,0.2941657461824042,19100
1224,77,34,1,0.2938715804362218,19107
1225,102,2,1,0.2935777088557856,19107
1226,-56,42,1,0.2932841311469298,19119
1227,88,22,1,0.2929908470157829,19122
1228,92,3,1,0.2926978561687671,19122
1229,84,11,1,0.29240515831259833,19122
1230,93,15,1,0.29211275315428575,19125
1231,107,5,1,0.2918206404011315,19125
1232,61,31,1,0.29152881976073036,19132
1233,104,3,1,0.2912372909409696,19132
1234,104,12,1,0.2909460536500286,19132
1235,83,7,1,0.2906551075963786,19135
1236,108,5,1,0.2903644524887822,19135
1237,66,26,1,0.2900740880362934,19140
1238,90,8,1,0.28978401394825715,19140
1239,72,19,1,0.2894942299343089,19142
1240,48,39,1,0.2892047357043746,19152
1241,-44,62,1,0.28891553096867023,19169
1242,39,31,1,0.2886266154377016,19177
1243,98,12,1,0.28833798882226386,19180
1244,95,9,1,0.2880496508334416,19182
1245,79,24,1,0.28776160118260813,19188
1246,79,12,1,0.2874738395814255,19189
1247,-4,64,1,0.2871863657418441,19207
1248,104,7,1,0.28689917937610226,19207
1249,107,26,1,0.2866122801967262,19211
1250,119,21,1,0.28632566791652947,19213
1251,102,20,1,0.28603934224861294,19213
1252,114,8,1,0.2857533029063643,19213
1253,67,26,1,0.28546754960345794,19217
1254,108,11,1,0.2851820820538545,19217
1255,88,10,1,0.2848968999718006,19220
1256,115,16,1,0.2846120030718288,19223
1257,19,46,1,0.284327391068757,19232
1258,31,34,1,0.2840430636776882,19240
1259,23,45,1,0.28375902061401054,19248
1260,97,9,1,0.28347526159339653,19249
1261,102,5,1,0.28319178633180314,19249
1262,98,3,1,0.28290859454547135,19251
1263,94,7,1,0.28262568595092585,19256
1264,-9,35,1,0.2823430602649749,19263
1265,101,18,1,0.28206071720470993,19263
1266,83,17,1,0.2817786564875052,19263
1267,108,5,1,0.28149687783101773,19263
1268,-25,50,1,0.2812153809531867,19279
1269,-70,69,1,0.28093416557223355,19295
1270,96,17,1,0.2806532314066613,19295
1271,87,19,1,0.2803725781752547,19295
1272,0,42,1,0.2800922055970794,19308
1273,107,15,1,0.2798121133914823,19309
1274,90,17,1,0.2795323012780908,19309
1275,76,22,1,0.2792527689768127,19312
1276,94,17,1,0.2789735162078359,19317
1277,57,18,1,0.2786945426916281,19322
1278,93,27,1,0.27841584814893644,19323
1279,-59,60,1,0.2781374323007875,19345
1280,22,47,1,0.27785929486848676,19362
1281,65,27,1,0.27758143557361825,19367
1282,78,32,1,0.27730385413804465,19376
1283,101,2,1,0.2770265502839066,19377
1284,100,16,1,0.2767495237336227,19377
1285,-3,42,1,0.2764727742098891,19387
1286,12,47,1,0.2761963014356792,19400
1287,110,9,1,0.27592010513424353,19400
1288,-28,49,1,0.2756441850291093,19413
1289,108,29,1,0.2753685408440802,19414
1290,121,12,1,0.2750931723032361,19414
1291,68,38,1,0.27481807913093287,19429
1292,98,18,1,0.27454326105180193,19431
1293,55,26,1,0.2742687177907501,19435
1294,58,20,1,0.2739944490729594,19440
1295,86,26,1,0.27372045462388644,19452
1296,109,12,1,0.2734467341692626,19452
1297,30,31,1,0.27317328743509334,19457
1298,63,32,1,0.27290011414765825,19461
1299,104,6,1,0.2726272140335106,19461
1300,66,16,1,0.27235458681947705,19461
1301,-53,71,1,0.2720822322326576,19482
1302,95,5,1,0.2718101500004249,19482
1303,89,21,1,0.27153833985042447,19485
1304,104,15,1,0.27126680151057403,19486
1305,-5,59,1,0.27099553470906346,19502
1306,90,20,1,0.2707245391743544,19504
1307,34,57,1,0.27045381463518003,19523
1308,59,38,1,0.27018336082054484,19538
1309,105,10,1,0.2699131774597243,19538
1310,107,16,1,0.2696432642822646,19538
1311,100,4,1,0.26937362101798235,19538
1312,101,22,1,0.26910424739696437,19539
1313,90,23,1,0.2688351431495674,19550
1314,76,19,1,0.26856630800641784,19553
1315,72,23,1,0.2682977416984114,19557
1316,47,56,1,0.268029443956713,19573
1317,86,16,1,0.2677614145127563,19573
1318,79,8,1,0.2674936530982436,19575
1319,107,22,1,0.26722615944514533,19575
1320,95,14,1,0.2669589332857002,19575
1321,108,5,1,0.2666919743524145,19575
1322,3,43,1,0.26642528237806207,19586
1323,76,25,1,0.266158857095684,19589
1324,108,16,1,0.2658926982385883,19592
1325,101,6,1,0.26562680554034973,19592
1326,99,6,1,0.26536117873480936,19593
1327,88,37,1,0.26509581755607453,19597
1328,105,10,1,0.26483072173851846,19597
1329,121,22,1,0.26456589101677996,19598
1330,100,16,1,0.2643013251257632,19598
1331,-32,50,1,0.2640370238006374,19622
1332,94,21,1,0.2637729867768368,19622
1333,122,16,1,0.26350921379006,19623
1334,97,32,1,0.26324570457626995,19625
1335,44,46,1,0.2629824588716937,19633
1336,110,23,1,0.262719476412822,19633
1337,-56,78,1,0.2624567569364092,19649
1338,105,5,1,0.26219430017947276,19649
1339,86,20,1,0.2619321058792933,19651
1340,108,9,1,0.261670173773414,19652
1341,76,36,1,0.2614085035996406,19656
1342,106,7,1,0.26114709509604095,19656
1343,92,12,1,0.2608859480009449,19658
1344,104,3,1,0.26062506205294395,19658
1345,58,53,1,0.260364436990891,19664
1346,102,8,1,0.2601040725539001,19664
1347,40,31,1,0.2598439684813462,19675
1348,51,50,1,0.2595841245128649,19678
1349,29,19,1,0.259324540388352,19685
1350,36,15,1,0.25906521584796366,19689
1351,104,18,1,0.2588061506321157,19691
1352,74,14,1,0.2585473444814836,19694
1353,53,29,1,0.2582887971370021,19704
1354,101,12,1,0.2580305083398651,19705
1355,104,15,1,0.2577724778315252,19705
